RM#,Location,Lot #,Product Name,Nature of Product,# of boxes,Packages / Box,Units / Package,Units,Total (un),Label grams,Total (g),Total (KG)
115,RACK,159185H,Cherry Noir/Mandarin,Hash 1.0,1,23,1,,23,1,23,0.023
115,RACK,159185H,Cherry Noir/Mandarin,RND|Hash,,,,3,3,1,3,0.003
115,RACK,233229H,Cherry Noir/Mandarin,RND|Hash,,,,4,4,1,4,0.004
115,RACK,213201H,Cherry Noir/Mandarin,Hash 2.0,1,2,1,,2,2,4,0.004
115,RACK,213201H,Cherry Noir/Mandarin,RND|Hash,,,,89,89,1,89,0.089
115,RACK,217232H,Sage N Sour,Hash 3.0,1,5,1,,5,3,15,0.015
115,RACK,217232H,Sage N Sour,RND|Hash,,,,45,45,1,45,0.045
115,RACK,284H,Sage N Sour,RND|Hash,,,,18,18,1,18,0.018
115,RACK,281266H,Sage N Sour,Hash 3.0,1,2,1,,2,3,6,0.006
115,RACK,281266H,Sage N Sour,RND|Hash,,,,48,48,1,48,0.048
115,RACK,154H,Sage N Sour,Hash 3.0,1,12,1,,12,3,36,0.036
115,RACK,154H,Sage N Sour,RND|Hash,,,,18,18,1,18,0.018
115,RACK,141171H,Sage N Sour,Hash 3.0,1,5,1,,5,3,15,0.015
115,RACK,343H,Sage N Sour,RND|Hash,,,,58,58,1,58,0.058
115,RACK,143H,Sage N Sour,Hash 3.0,1,22,1,,22,3,66,0.066
115,RACK,143H,Sage N Sour,RND|Hash,,,,9,9,1,9,0.009
115,RACK,211H,Sage N Sour,Hash 3.0,1,24,1,,24,3,72,0.072
115,RACK,211H,Sage N Sour,RND|Hash,,,,71,71,1,71,0.071
115,RACK,176208H,Cherry Noir/Mandarin,Hash 1.0,1,23,1,,23,1,23,0.023
115,RACK,176208H,Cherry Noir/Mandarin,RND|Hash,,,,19,19,1,19,0.019
115,RACK,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,RACK,277H2,Sage N Sour,RND|Hash,,,,57,57,1,57,0.057
115,RACK,213229H,Cherry Noir/Mandarin,Hash 2.0,1,1,1,,1,2,2,0.002
115,RACK,213229H,Cherry Noir/Mandarin,RND|Hash,,,,20,20,1,20,0.02
115,RACK,173H,Sage N Sour,Hash 3.0,1,19,1,,19,3,57,0.057
115,RACK,173H,Sage N Sour,RND|Hash,,,,30,30,1,30,0.03
115,RACK,208210H,Cherry Noir/Mandarin,Hash 2.0,1,10,1,,10,2,20,0.02
115,RACK,208210H,Cherry Noir/Mandarin,RND|Hash,,,,4,4,1,4,0.004
115,RACK,ON2210H,Sage N Sour,Hash 3.0,1,4,1,,4,3,12,0.012
115,RACK,ON2210H,Sage N Sour,RND|Hash,,,,67,67,1,67,0.067
115,RACK,143160H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,RACK,143160H,Sage N Sour,RND|Hash,,,,94,94,1,94,0.094
115,RACK,211,Sage N Sour,Prérouler 0.6,1,9,6,,54,0.6,32,0.032
115,RACK,211,Sage N Sour,RND|Prérouler 0.6,,,,284,284,0.6,170,0.17
115,RACK,215,Sage N Sour,Prérouler 0.6,1,3,6,,18,0.6,11,0.011
115,RACK,215,Sage N Sour,RND|Prérouler 0.6,,,,790,790,0.6,474,0.474
115,RACK,232,Sage N Sour,Prérouler 0.6,1,22,6,,132,0.6,79,0.079
115,RACK,232,Sage N Sour,RND|Prérouler 0.6,,,,17,17,0.6,10,0.01
115,RACK,203,Sage N Sour,Prérouler 0.6,1,32,6,,192,0.6,115,0.115
115,RACK,203,Sage N Sour,RND|Prérouler 0.6,,,,36,36,0.6,22,0.022
115,RACK*QA,179,Mandarin,RND|Jars 3.5,1,3,1,,3,3.5,11,0.011
115,RACK*QA,INCONNU,Sage N Sour,RND|Pouches 3.5,1,11,1,,11,3.5,39,0.039
115,RACK*QA,172,Sage N Sour,RND|Pouches 3.5,1,7,1,,7,3.5,25,0.025
115,RACK*QA,140,Sage N Sour,RND|Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,RACK*QA,160,Sage N Sour,RND|Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,RACK*QA,151-152,Sage N Sour,RND|Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,RACK*QA,153,Sage N Sour,RND|Pouches 3.5,1,7,1,,7,3.5,25,0.025
115,RACK*QA,178,Sage N Sour,RND|Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,RACK*QA,155,Sage N Sour,RND|Pouches 3.5,1,7,1,,7,3.5,25,0.025
115,RACK*QA,209,Sage N Sour,RND|Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,RACK*QA,INCONNU,Sage N Sour,RND|Prérouler 0.6,,,,25,25,0.6,15,0.015
